title,creators,abstractNote,publicationTitle,date,language,url,libraryCatalog,tags
Safety Performance of Unsignalized Median U-Turn Intersections,KayJonathan,Alternative intersection designs can offer safety and operational benefits with potentially lower costs than conventional intersections when implemented in the proper setting. The Federal Highway Administration has previously identified a subset of alternative designs called reduced left-turn conflict intersections as a proven safety countermeasure. Median U-turn intersections (also known as “Michigan lefts” or “boulevard turnarounds”) are one such design that accommodates all left-turn movements via directional U-turn crossovers within the median. Prior work has consistently shown that median U-turn intersections can provide superior safety performance when used in the appropriate conditions. However， research that is specific to unsignalized reduced left-turn conflict intersections continues to be limited to work conducted before the Highway Safety Manual， or which includes restricted crossing U-turn intersections. This study included the evaluation of historical traffic crashes and volume data at 95 unsignalized intersections in the state of Michigan. This included the collection of data for 39 median U-turn sites and 56 reference group sites to estimate safety performance functions and crash modification factors that can be used when considering future conversions. Ultimately， crash modification factors for fatal and injury crashes of 0.438 and 0.686 are recommended when converting intersections with undivided two-lane two-way major approaches and four-lane divided boulevard major approaches， respectively. Although there was no significant difference in property damage only crashes associated with converting intersections with undivided， two-lane， two-way major approaches， a crash modification factor of 1.325 is recommended for property damage only crashes specific to conversions with four-lane， divided boulevard major approaches.,Transportation Research Record: Journal of the Transportation Research Board,2022-04-29,,,ResearchGate,[]
PVF-10: A high-resolution unmanned aerial vehicle thermal infrared image dataset for fine-grained photovoltaic fault classificationPVF-10： 用于精细光伏故障分类的高分辨率无人机热红外图像数据集,WangBo,Accurate identification of faulty photovoltaic (PV) modules is crucial for the effective operation and maintenance of PV systems. Deep learning (DL) algorithms exhibit promising potential for classifying PV fault (PVF) from thermal infrared (TIR) images captured by unmanned aerial vehicle (UAV)， contingent upon the availability of extensive and high-quality labeled data. However， existing TIR PVF datasets are limited by low image resolution and incomplete coverage of fault types. This study proposes a high-resolution TIR PVF dataset with 10 classes， named PVF-10， comprising 5579 cropped images of PV panels collected from 8 PV power plants. These classes are further categorized into two groups according to the repairability of PVF， with 5 repairable and 5 irreparable classes each. Additionally， the circuit mechanisms underlying the TIR image features of typical PVF types are analyzed， supported by high-resolution images， thereby providing comprehensive information for PV operators. Finally， five state-of-the-art DL algorithms are trained and validated based on the PVF-10 dataset using three levels of resampling strategy. The results show that the overall accuracy (OA) of these algorithms exceeds 83%， with the highest OA reaching 93.32%. Moreover， the preprocessing procedure involving resampling and padding strategies are beneficial for improving PVF classification accuracy using PVF-10 datasets. The developed PVF-10 dataset is expected to stimulate further research and innovation in PVF classification.,Applied Energy,2024-12-15,,https://www.sciencedirect.com/science/article/pii/S0306261924015708,ScienceDirect,"['Classification', 'Deep learning', 'Photovoltaic fault', 'Thermal infrared data', 'Unmanned aerial vehicle']"
Optimal time trajectory and coordination for connected and automated vehicles,MalikopoulosAndreas A.,In this paper， we provide a decentralized theoretical framework for coordination of connected and automated vehicles (CAVs) at different traffic scenarios. The framework includes: (1) an upper-level optimization that yields for each CAV its optimal time trajectory and lane to pass through a given traffic scenario while alleviating congestion; and (2) a low-level optimization that yields for each CAV its optimal control input (acceleration/deceleration). We provide a complete， analytical solution of the low-level optimization problem that includes the rear-end， speed-dependent safety constraint. Furthermore， we provide a problem formulation for the upper-level optimization in which there is no duality gap. The latter implies that the optimal time trajectory for each CAV does not activate any of the state， control， and safety constraints of the low-level optimization， thus allowing for online implementation. Finally， we present a geometric duality framework with hyperplanes to derive the condition under which the optimal solution of the upper-level optimization always exists. We validate the effectiveness of the proposed theoretical framework through simulation.,Automatica,2021-03-01,,https://www.sciencedirect.com/science/article/pii/S0005109820306671,ScienceDirect,"['Autonomous intersections', 'Connected and automated vehicles', 'Cyber–physical systems', 'Decentralized optimal control', 'Emerging mobility', 'Path planning']"
Optimal traffic operation for maximum energy efficiency in signal-free urban networks: A macroscopic analytical approach,AmirgholyMahyar,The integration of artificial intelligence and wireless communication technologies in communicant autonomous vehicles (CAVs) enables coordinating the movement of CAV platoons at signal-free intersections. The capacity of signal-free intersections can be significantly improved by adjusting traffic variables at a macroscopic scale; however， the resulting improvement in the capacity does not necessarily have a positive impact on the energy consumption of CAVs at the network level. In this research， we develop an analytical model to enhance energy efficiency by optimizing macroscopic traffic variables in signal-free networks. To this end， we adopt a macroscopic modeling approach to estimate the operational capacity by accounting for the stochasticity resulting from the error in synchronizing the arrival and departure of consecutive platoons in crossing directions at intersections. We also develop a macrolevel analytical model to estimate expected energy loss during the acceleration/deceleration maneuver required for resynchronization at intersections as a function of synchronization success probability. We then maximize energy efficiency by minimizing expected energy loss and maximizing expected capacity in a biobjective optimization framework. We solve the energy efficiency problem using an analytical approach to derive a closed-form solution for the optimal traffic speed and the length of the marginal gap between the passage of consecutive platoons in crossing directions through intersections for a (general) normal distribution of the operational error. Having the closed-form solution of the energy efficiency problem， we balance the trade-off between energy loss and operational capacity at a large scale by extending the analytical model to the network level using the Macroscopic Fundamental Diagram (MFD) concept. The results of our two-ring simulation model indicate the accuracy of the proposed analytical model in estimating the macroscopic relationship between the expected energy loss at intersections and the vehicular density in signal-free networks. Our numerical results also show that optimizing the traffic speed and marginal gap length can improve energy efficiency by 31% at the cost of a 16% decrease in maximum capacity.,Applied Energy,2023-01-01,,https://www.sciencedirect.com/science/article/pii/S030626192201385X,ScienceDirect,"['Autonomous vehicles', 'Biobjective optimization', 'Closed-form solution', 'Energy efficiency', 'Macroscopic fundamental diagram']"
Optimal Coordination of Platoons of Connected and Automated Vehicles at Signal-Free Intersections,KumaravelSharmila Devi,In this paper， we address the problem of coordinating platoons of connected and automated vehicles crossing a signal-free intersection. We present a decentralized， two-level optimal framework to coordinate the platoons with the objective to minimize travel delay and fuel consumption of every platoon crossing the intersection. At the upper-level， each platoon leader derives a proven optimal schedule to enter the intersection. At the low-level， the platoon leader derives their optimal control input (acceleration/deceleration) for the optimal schedule derived in the upper-level. We validate the effectiveness of the proposed framework in simulation and show significant improvements both in travel delay and fuel consumption compared to the baseline scenarios where platoons enter the intersection based on first-come-first-serve and longest queue first - maximum weight matching scheduling algorithms.,IEEE Transactions on Intelligent Vehicles,2022-06,,https://ieeexplore.ieee.org/abstract/document/9484798,IEEE Xplore,"['Delays', 'Fuels', 'Merging', 'Optimal control', 'Optimal scheduling', 'Platoons coordination', 'Schedules', 'Scheduling', 'connected and automated vehicles', 'intersection control']"
Optimal Control for Connected and Autonomous Vehicles at Signal-Free Intersections,ChenBoli,The development of connected and autonomous vehicles (CAVs) is one of the central aspects in the pathway towards future intelligent mobility systems. This paper addresses the problem of coordinating CAVs crossing an uncontrolled intersection so as to maintain safe and efficient traffic flow. The proposed control strategy is based on an optimal control framework that is formulated to minimize a weighted sum of total energy consumption and travel time of all CAVs by finding the optimal velocity trajectory of each vehicle. The design procedure starts with a proper formulation of the autonomous intersection crossing problem for CAVs， with various cases of energy recovery capability by the CAVs considered， to also investigate the influence of powertrain electrification on the intersection crossing problem. This yields an optimal control problem (OCP) with nonlinear and nonconvex dynamics and constraints. In order to ensure a rapid solution search and a unique global optimum， the OCP is reformulated via convex modeling techniques. Numerical results validate the effectiveness of the proposed approaches， while the trade-off between energy consumption and travel time is illustrated by Pareto optimal solutions.,IFAC-PapersOnLine,2020-01-01,,https://www.sciencedirect.com/science/article/pii/S2405896320330056,ScienceDirect,"['Connected', 'Energy consumption', 'Intersections crossing', 'Optimization', 'Velocity control', 'autonomous vehicles']"
Optimal Cooperative Driving at Signal-Free Intersections With Polynomial-Time Complexity,PeiHuaxin,Cooperative driving at signal-free intersections， which aims to improve driving safety and efficiency for connected and automated vehicles， has attracted increasing interest in recent years. However， existing cooperative driving strategies either suffer from computational complexity or cannot guarantee global optimality. To fill this research gap， this paper proposes an optimal and computationally efficient cooperative driving strategy with the polynomial-time complexity. By modeling the conflict relations among the vehicles， the solution space of the cooperative driving problem is completely represented by a newly designed small-size state space. Then， based on dynamic programming， the globally optimal solution can be searched inside the state space efficiently. It is proved that the proposed strategy can reduce the time complexity of computation from exponential to a small-degree polynomial. Simulation results further demonstrate that the proposed strategy can obtain the globally optimal solution within a limited computation time under various traffic demand settings.,IEEE Transactions on Intelligent Transportation Systems,2022-08,,https://ieeexplore.ieee.org/abstract/document/9569746,IEEE Xplore,"['Connected and automated vehicles', 'Dynamic programming', 'Merging', 'Safety', 'Simulation', 'Space vehicles', 'Time complexity', 'Vehicle dynamics', 'cooperative driving', 'dynamic programming', 'signal-free intersection']"
Modeling vehicle U-turning behavior near intersections: A deep learning approach based on TCN and multi-head attention,ZengWeiliang,In U-turn bays near intersections， the conflict between U-turning vehicles and those going straight-ahead results in traffic accidents since straight-ahead vehicles cannot reliably anticipate the behavior of oncoming U-turning vehicles. However， previous studies on modeling U-turning behavior do not effectively capture the spatial–temporal interaction between the U-turning and surrounding vehicles. To address this issue， a deep-learning framework based on a temporal convolutional network (TCN) and multi-head attention mechanism is developed. The TCN is utilized to capture long-term dependencies of vehicles in the shared left- and U-turn lanes by extracting vehicle historical motion features. The self-attention mechanism extracts salient features related to the U-turn intentions， classifying the vehicles into left- and U-turning vehicles based on their driving intentions. A parallel TCN and spatial multi-head attention structure is constructed to model vehicle–vehicle interactions to further predict the future trajectory of U-turning vehicles. Finally， the obtained features are input into a Transformer-based decoder module and trajectory generator to predict the future displacement and body orientation of U-turning vehicles. The model is validated via comparison with state-of-the-art models and the observed trajectories under various scenarios. Ablation studies are conducted to quantify the efficacy of each module. Further， the effect of the surrounding homogenous and heterogeneous vehicles on U-turning vehicles in four different U-turn scenarios is quantified using spatial–temporal variation graphs and attention matrices.,Expert Systems with Applications,2024-09-01,,https://www.sciencedirect.com/science/article/pii/S0957417424005402,ScienceDirect,"['Deep learning', 'Driving intention', 'Multi-head attention mechanism', 'Trajectory prediction', 'Vehicle U-turning behavior']"
Methods of photovoltaic fault detection and classification: A review,HongYing-Yi,Photovoltaic (PV) fault detection and classification are essential in maintaining the reliability of the PV system (PVS). Various faults may occur in either DC or AC side of the PVS. The detection， classification， and localization of such faults are essential for mitigation， accident prevention， reduction of the loss of generated energy， and revenue. In recent years， the number of works of PV fault detection and classification has significantly increased. These works have been reviewed by considering the categorization of detection and classification techniques. This paper improves of the categorization of methods to study the faulty PVS by considering visual and thermal method and electrical based method. Moreover， an effort is made to list all potential faults in a PVS in both the DC and AC sides. Specific PV fault detection and classification techniques are also enumerated. A possible direction for research on the PV fault detection and classification， such as quantum machine learning， internet of things， and cloud/edge computing technologies， is suggested as a guide for future emerging technologies.,Energy Reports,2022-11-01,,https://www.sciencedirect.com/science/article/pii/S2352484722008022,ScienceDirect,"['Classification', 'Detection', 'Electrical based method', 'Fault', 'Photovoltaic system', 'Visual and thermal method']"
"Evaluating the Impacts of Different Exit Strategies of Emergency Vehicle Preemption on Arterial Signal Coordination: A Case Study in Reno, Nevada",XuJianyuan,"AbstractEmergency vehicle preemption (EVP)， a common traffic signal preemption in urban areas，
is used to prioritize the right-of-way to emergency vehicles at signalized intersections
by terminating active signal timing plans and running preemption plans. ...Practical ApplicationsTraffic signal preemption systems play an essential role in emergency response management
in terms of shortened response times， improved traffic safety， and potential cost
savings. As one of the common traffic signal preemptions in ...","Journal of Transportation Engineering, Part A: Systems",2023/11/01,EN,https://ascelibrary.org/doi/10.1061/JTEPBS.TEENG-7819,ASCE,[]
Merging process of U-turns at uncontrolled median openings under mixed traffic conditions,SilGourab,"At an uncontrolled median opening， the limited priority situation and the high degree of heterogeneity in traffic stream make the merging manoeuvre of U-turning vehicles very much complex. This study is an attempt to understand this merging manoeuvre. The different types of merging manoeuvres have been identified in the field and accordingly classified into different categories. Depending upon the number of vehicles that can merge all together into the opposing through traffic by accepting a single gap， the merging has been classified into two types: single entry merging and multiple entry merging. On the other hand， based on the situation of priority of movement， the merging process is divided into another two categories: ideal merging and forced merging. More explicitly， the ideal merging is split into free merging and Swift Merging (SM). In addition， the forced entry merging is categorized into Gradual Merging (GM) and Aggressive Merging (AM). Time distance diagrams for different types of merging are presented for their better understanding. Field data collected at seven median openings located on various 6-lane divided urban roads are used to analyse different types of merging in a mixed traffic situation. All vehicles plying on the road are divided into 5 categories such as car， motorized two-wheeler (2-W)， motorized three-wheeler (3-W)， Sports Utility Vehicle (SUV)， and Light Commercial Vehicle (LCV) and the merging behaviour of these categories of vehicles have been studied. The effect of influencing parameters like opposing traffic volume and delay on merging are investigated. Mathematical relations are developed between Merging Time (MT) of a vehicle type and the opposing traffic volume. To address the effect of Service Delay (SD) on the MT of a vehicle， models are proposed between SD and MT for all the five categories of vehicles. The two types of merging; gradual and swift are prominently observed in field. The time required by different categories of vehicles for these two merging at various traffic volume levels are determined. Finally， two-tailed t-test is conducted to see if the MT for the two different types of merging is statistically different.
First published online 26 October 2016
													Keyword : 
																											merging， 
																			median opening， 
																			mixed traffic， 
																			service delay， 
																			opposing traffic
																								
						
													
								How to Cite
								
									
										
  Sil， G.， Mohapatra， S. S.， Dey， P. P.， & Chandra， S. (2018). Merging process of U-turns at uncontrolled median openings under mixed traffic conditions. Transport， 33(2)， 370–379. https://doi.org/10.3846/16484142.2016.1247295

									
									
										
											More Citation Formats
											
										
										
																							
													
														ACM
													
												
																							
													
														ACS
													
												
																							
													
														APA
													
												
																							
													
														ABNT
													
												
																							
													
														Chicago
													
												
																							
													
														Harvard
													
												
																							
													
														IEEE
													
												
																							
													
														MLA
													
												
																							
													
														Turabian
													
												
																							
													
														Vancouver",Transport,2018-01-26,en,https://journals.vilniustech.lt/index.php/Transport/article/view/193,journals.vilniustech.lt,"['median opening', 'merging', 'mixed traffic', 'opposing traffic', 'service delay']"
Intelligent vehicle control at signal-free intersection under mixed connected environment,YangHao,<em>IET Intelligent Transport Systems</em> is an interdisciplinary journal publishing research on the practical applications of intelligent transport systems and infrastructure.,IET Intelligent Transport Systems,2020/02/01,en,https://ietresearch.onlinelibrary.wiley.com/doi/10.1049/iet-its.2019.0175,ietresearch.onlinelibrary.wiley.com,[]
Emergency vehicle route oriented signal coordinated control model with two-level programming,YaoJiao,To minimize travel time of emergency vehicles on the way and improve efficiency of emergency response， an emergency vehicle route oriented signal coordinated control model with two-level programming was proposed based on the different priority types and priority levels of emergency vehicles. The upper level is the dynamic offset model of emergency vehicles， and the lower level is the green wave model of emergency vehicles. At dynamic offset level， latter phase was calculated based on the queue length ahead of the emergency vehicles and their arrival time， in which the former phase was the reference object. At route green wave level， maximum bandwidth of the route of emergency vehicles was calculated， based on the turning movement characteristics and its corresponding capacity reduction. Furthermore， the two-level programming model solution is obtained with genetic algorithm. Finally， simulation results of three control strategies， which are no-signal priority control strategy， isolated control priority strategy and coordinated priority control strategy in this paper， were obtained in micro-traffic simulation software VISSIM， with the case including three intersections in Suzhou roads as the emergency vehicles route. From the simulation results we can conclude that compared to no-signal priority control strategy， coordinated priority strategy can reduce delay， travel time， queue length and stops of emergency vehicles by 27，18， 36 and 38%， respectively， and the average delay of total vehicles at intersection can be reduced by 20%; compared to isolated control priority strategy， these numbers are 14， 6， 12， 21 and 22%， respectively， which means great improvement， and influence on social background traffic was also considered in it.,Soft Computing,2018-07-01,en,https://doi.org/10.1007/s00500-017-2826-x,Springer Link,"['Artificial Intelligence', 'Coordinated control', 'Dynamic offset of phase', 'Emergency traffic', 'Genetic algorithm', 'Green wave', 'Route', 'Two-level programming']"
Distributed conflict-free cooperation for multiple connected vehicles at unsignalized intersections,XuBiao,Connected vehicles will change the modes of future transportation management and organization， especially at intersections. In this paper， we propose a distributed conflict-free cooperation method for multiple connected vehicles at unsignalized intersections. We firstly project the approaching vehicles from different traffic movements into a virtual lane and introduce a conflict-free geometry topology considering the conflict relationship of involved vehicles， thus constructing a virtual platoon. Then we present the modeling of communication topology to describe two modes of information transmission between vehicles. Finally， a distributed controller is designed to stabilize the virtual platoon for conflict-free cooperation at intersections. Numerical simulations validate the effectiveness of this method.,Transportation Research Part C: Emerging Technologies,2018-08-01,,https://www.sciencedirect.com/science/article/pii/S0968090X18308246,ScienceDirect,"['Connected and automated vehicle', 'Cooperative control', 'Unsignalized intersection', 'Virtual platoon']"
Decision making of autonomous vehicles in lane change scenarios: Deep reinforcement learning approaches with risk awareness,Unknown Author,Driving safety is the most important element that needs to be considered for autonomous vehicles (AVs). To ensure driving safety， we proposed a lane c…,Transportation Research Part C: Emerging Technologies,2022/01/01,en-US,https://www.sciencedirect.com/science/article/pii/S0968090X21004411,www.sciencedirect.com,[]
Development of a signal-head-free intersection control logic in a fully connected and autonomous vehicle environment,MirheliAmir,Establishment of effective cooperation between vehicles and transportation infrastructure improves travel reliability in urban transportation networks. Lack of collaboration， however， exacerbates congestion due mainly to frequent stops at signalized intersections. It is beneficial to develop a control logic that collects basic safety message from approaching connected and autonomous vehicles and guarantees efficient intersection operations with safe and incident free vehicle maneuvers. In this paper， a signal-head-free intersection control logic is formulated into a dynamic programming model that aims to maximize the intersection throughput. A stochastic look-ahead technique is proposed based on Monte Carlo tree search algorithm to determine the near-optimal actions (i.e.， acceleration rates) over time to prevent movement conflicts. Our numerical results confirm that the proposed technique can solve the problem efficiently and addresses the consequences of existing traffic signals. The proposed approach， while completely avoids incidents at intersections， significantly reduces travel time (ranging between 59.4% and 83.7% when compared to fixed-time and fully-actuated control strategies) at intersections under various demand patterns.,Transportation Research Part C: Emerging Technologies,2018-07-01,,https://www.sciencedirect.com/science/article/pii/S0968090X1830576X,ScienceDirect,"['Autonomous intersection control', 'Connected and autonomous vehicles', 'Control logic', 'Dynamic programming', 'Look-ahead model', 'Monte Carlo tree search']"
Decentralized optimal control of Connected Automated Vehicles at signal-free intersections including comfort-constrained turns and safety guarantees,ZhangYue,We extend earlier work for optimally controlling Connected Automated Vehicles (CAVs) crossing a signal-free intersection by including all possible turns taken so as to optimize a passenger comfort metric along with energy and travel time minimization. We show that it is possible to achieve this goal in a decentralized manner with each CAV solving an optimal control problem， and derive explicit solutions that guarantee collision avoidance and safe distance constraints within a control zone. We investigate the associated tradeoffs between minimizing energy and vehicle travel time， as well as the passenger comfort metric and include extensive simulations to illustrate this framework.,Automatica,2019-11-01,,https://www.sciencedirect.com/science/article/pii/S0005109819304248,ScienceDirect,[]
Controllability Analysis and Optimal Control of Mixed Traffic Flow With Human-Driven and Autonomous Vehicles,WangJiawei,Connected and automated vehicles (CAVs) have a great potential to improve traffic efficiency in mixed traffic systems， which has been demonstrated by multiple numerical simulations and field experiments. However， some fundamental properties of mixed traffic flow， including controllability and stabilizability， have not been well understood. This paper analyzes the controllability of mixed traffic systems and designs a system-level optimal control strategy. Using the Popov-Belevitch-Hautus (PBH) criterion， we prove for the first time that a ring-road mixed traffic system with one CAV and multiple heterogeneous human-driven vehicles is not completely controllable， but is stabilizable under a very mild condition. Then， we formulate the design of a system-level control strategy for the CAV as a structured optimal control problem， where the CAV’s communication ability is explicitly considered. Finally， we derive an upper bound for reachable traffic velocity via controlling the CAV. Extensive numerical experiments verify the effectiveness of our analytical results and the proposed control strategy. Our results validate the possibility of utilizing CAVs as mobile actuators to smooth traffic flow actively.,IEEE Transactions on Intelligent Transportation Systems,2021-12,,https://ieeexplore.ieee.org/abstract/document/9127876,IEEE Xplore,"['Autonomous vehicle', 'Autonomous vehicles', 'Controllability', 'Optimal control', 'Road traffic', 'Stability analysis', 'Vehicle dynamics', 'controllability and stabilizability', 'mixed traffic flow', 'structured optimal control']"
COOR-PLT: A hierarchical control model for coordinating adaptive platoons of connected and autonomous vehicles at signal-free intersections based on deep reinforcement learning,LiDuowei,Platooning and coordination are two implementation strategies that are frequently proposed for traffic control of connected and autonomous vehicles (CAVs) at signal-free intersections instead of using conventional traffic signals. However， few studies have attempted to integrate both strategies to better facilitate the CAV control at signal-free intersections. To this end， this study proposes a hierarchical control model， named COOR-PLT， to coordinate adaptive CAV platoons at a signal-free intersection based on deep reinforcement learning (DRL). COOR-PLT has a two-layer framework. The first layer uses a centralized control strategy to form adaptive platoons. The optimal size of each platoon is determined by considering multiple objectives (i.e.， efficiency， fairness and energy saving). The second layer employs a decentralized control strategy to coordinate multiple platoons passing through the intersection. Each platoon is labeled with coordinated status or independent status， upon which its passing priority is determined. As an efficient DRL algorithm， Deep Q-network (DQN) is adopted to determine platoon sizes and passing priorities respectively in the two layers. The model is validated and examined on the simulator Simulation of Urban Mobility (SUMO). The simulation results demonstrate that the model is able to: (1) achieve satisfactory convergence performances; (2) adaptively determine platoon size in response to varying traffic conditions; and (3) completely avoid deadlocks at the intersection. By comparison with other control methods， the model manifests its superiority of adopting adaptive platooning and DRL-based coordination strategies. Also， the model outperforms several state-of-the-art methods on reducing travel time and fuel consumption in different traffic conditions.,Transportation Research Part C: Emerging Technologies,2023-01-01,,https://www.sciencedirect.com/science/article/pii/S0968090X22003461,ScienceDirect,"['Adaptive platoon', 'Connected and autonomous vehicle (CAV)', 'Deep reinforcement learning', 'Hierarchical control', 'Multi-agent coordination', 'Signal-free intersection']"
Comparison of Cooperative Driving Strategies for CAVs at Signal-Free Intersections,XuHuile,The properties of cooperative driving strategies for planning and controlling Connected and Automated Vehicles (CAVs) at intersections range from some that achieve highly efficient coordination performance to others whose implementation is computationally fast. This paper comprehensively compares the performance of four representative strategies in terms of travel time， energy consumption， computation time， and fairness under different conditions， including the geometric configuration of intersections， asymmetry in traffic arrival rates， and the relative magnitude of these rates. Our simulation-based study has led to the following conclusions: 1) The Monte Carlo Tree Search (MCTS)-based strategy achieves the best traffic efficiency and has great performance in fuel consumption; 2) MCTS and Dynamic Resequencing (DR) strategies both perform well in all metrics of interest. If the computation budget is adequate， the MCTS strategy is recommended; otherwise， the DR strategy is preferable; 3) An asymmetric intersection has a noticeable impact on the strategies， whereas the influence of the arrival rates can be neglected. When the geometric shape is asymmetrical， the modified First-In-First-Out (FIFO) strategy significantly outperforms the FIFO strategy and works well when the traffic demand is moderate， but their performances are similar in other situations; and 4) Improving traffic efficiency sometimes comes at the cost of fairness， but the DR and MCTS strategies can be adjusted to realize a better trade-off between various performance metrics by appropriately designing their objective functions.,IEEE Transactions on Intelligent Transportation Systems,2022-07,,https://ieeexplore.ieee.org/abstract/document/9406435,IEEE Xplore,"['Automation', 'Connected and automated vehicles (CAVs)', 'Measurement', 'Optimal control', 'Real-time systems', 'Safety', 'Systems engineering and theory', 'Vehicle dynamics', 'cooperative driving strategy', 'crossing sequence']"
Adaptive Multi-Scale Fusion Blind Deblurred Generative Adversarial Network Method for Sharpening Image Data,ZhuBaoyu,Drone and aerial remote sensing images are widely used， but their imaging environment is complex and prone to image blurring. Existing CNN deblurring algorithms usually use multi-scale fusion to extract features in order to make full use of aerial remote sensing blurred image information， but images with different degrees of blurring use the same weights， leading to increasing errors in the feature fusion process layer by layer. Based on the physical properties of image blurring， this paper proposes an adaptive multi-scale fusion blind deblurred generative adversarial network (AMD-GAN)， which innovatively applies the degree of image blurring to guide the adjustment of the weights of multi-scale fusion， effectively suppressing the errors in the multi-scale fusion process and enhancing the interpretability of the feature layer. The research work in this paper reveals the necessity and effectiveness of a priori information on image blurring levels in image deblurring tasks. By studying and exploring the image blurring levels， the network model focuses more on the basic physical features of image blurring. Meanwhile， this paper proposes an image blurring degree description model， which can effectively represent the blurring degree of aerial remote sensing images. The comparison experiments show that the algorithm in this paper can effectively recover images with different degrees of blur， obtain high-quality images with clear texture details， outperform the comparison algorithm in both qualitative and quantitative evaluation， and can effectively improve the object detection performance of blurred aerial remote sensing images. Moreover， the average PSNR of this paper’s algorithm tested on the publicly available dataset RealBlur-R reached 41.02 dB， surpassing the latest SOTA algorithm.,Drones,2023/2,en,https://www.mdpi.com/2504-446X/7/2/96,www.mdpi.com,"['deep learning', 'drone and aerial remote sensing', 'generative adversarial networks', 'image blur level', 'image deblurring', 'multi-scale', 'object detection']"
A Survey on Emergency Vehicle Preemption Methods Based on Routing and Scheduling,KambleShridevi Jeevan,Emergency Vehicles (EVs) play a significant role in saving human lives and property damages. Reducing the time delay of emergency vehicles is important to enhance emergency service performance. The preemption methods are powerful strategies that assist emergency vehicles to reach the desired destination quickly by managing the competing normal traffic along the emergency vehicle approaching lane. The EV preemption models pre-clears the vehicles on the EV approaching lane by interrupting the signal timings and boosting EV arrival speed even the road traffic is high. With the assistance of preemption models， the EVs are not stopping or waiting at signalized intersections. Also， the preemption models diminish the vehicle conflict problems on the EV approaching lane. Moreover， the preemption models use different strategies to navigate the EVs on their routes efficiently. Hence， a detailed survey is needed to understand the different preemption strategies and analyze the gaps which are not effectively solved by existing literature. This paper attempts to survey the existing EV preemption methods with detailed discussions. For a clear view， the survey divides the existing preemption models into three types that are routing-based， scheduling-based， and miscellaneous. The survey compares the preemption methods with their advantages and limitations. Further， it analyzes the gaps which are not solved in existing solutions and describe the possible future directions that pave the way for innovating novel realistic preemption solutions.,International Journal of Computer Networks and Applications,2022-02-28,en,http://www.i-scholar.in/index.php/IJCNA/article/view/211623,DOI.org (Crossref),[]
A Survey of Monte Carlo Tree Search Methods,BrowneCameron B.,Monte Carlo tree search (MCTS) is a recently proposed search method that combines the precision of tree search with the generality of random sampling. It has received considerable interest due to its spectacular success in the difficult problem of computer Go， but has also proved beneficial in a range of other domains. This paper is a survey of the literature to date， intended to provide a snapshot of the state of the art after the first five years of MCTS research. We outline the core algorithm's derivation， impart some structure on the many variations and enhancements that have been proposed， and summarize the results from the key game and nongame domains to which MCTS methods have been applied. A number of open research questions indicate that the field is ripe for future work.,IEEE Transactions on Computational Intelligence and AI in Games,2012-03,,https://ieeexplore.ieee.org/abstract/document/6145622,IEEE Xplore,"['Artificial intelligence', 'Artificial intelligence (AI)', 'Computers', 'Decision theory', 'Game theory', 'Games', 'Markov processes', 'Monte Carlo methods', 'Monte Carlo tree search (MCTS)', 'bandit-based methods', 'computer Go', 'game search', 'upper confidence bounds (UCB)', 'upper confidence bounds for trees (UCT)']"
A lightweight network for photovoltaic cell defect detection in electroluminescence images based on neural architecture search and knowledge distillation,ZhangJinxia,Nowadays， the rapid development of photovoltaic(PV) power stations requires increasingly reliable maintenance and fault diagnosis of PV modules in the field. Due to the effectiveness， convolutional neural network (CNN) has been widely used in the existing automatic defect detection of PV cells. However， the parameters of these CNN-based models are very large， which require stringent hardware resources and it is difficult to be applied in actual industrial projects. To solve these problems， we propose a novel lightweight high-performance model for automatic defect detection of PV cells in electroluminescence(EL) images based on neural architecture search and knowledge distillation. To auto-design an effective lightweight model， we introduce neural architecture search to the field of PV cell defect classification for the first time. Since the defect can be any size， we design a proper search structure of network to better exploit the multi-scale characteristic. To improve the overall performance of the searched lightweight model， we further transfer the knowledge learned by the existing pre-trained large-scale model based on knowledge distillation. Different kinds of knowledge are exploited and transferred， including attention information， feature information， logit information and task-oriented information. Experiments have demonstrated that the proposed model achieves the state-of-the-art performance on the public PV cell dataset of EL images under online data augmentation with accuracy of 91.74% and the parameters of 1.85M. The proposed lightweight high-performance model can be easily deployed to the end devices of the actual industrial projects and retain the accuracy.,Applied Energy,2024-02-01,,https://www.sciencedirect.com/science/article/pii/S0306261923015489,ScienceDirect,"['Deep learning', 'Defect detection', 'Electroluminescence', 'Knowledge distillation', 'Neural architecture search', 'Photovoltaic cells']"
